time	level
1993
	1	0.035
	2	0.034
	3	0.0
	4	0.027
	5	0.051
	6	0.027
	7	0.103
	8	0.133
	9	0.091
	10	0.061
	11	0.007
	12	-0.017
1994
	1	0.056
	2	0.037
	3	0.012
	4	0.076
	5	0.094
	6	0.076
	7	0.127
	8	0.183
	9	0.144
	10	0.143
	11	0.006
	12	-0.017
1995
	1	-0.033
	2	0.034
	3	-0.004
	4	0.044
	5	0.075
	6	0.079
	7	0.025
	8	0.05
	9	0.109
	10	0.086
	11	-0.015
	12	-0.008
1996
	1	0.042
	2	0.002
	3	-0.047
	4	0.007
	5	0.109
	6	0.07
	7	0.141
	8	0.112
	9	0.16
	10	0.148
	11	0.054
	12	0.046
1997
	1	0.035
	2	0.034
	3	-0.06
	4	-0.072
	5	-0.014
	6	0.077
	7	0.098
	8	0.162
	9	0.159
	10	0.048
	11	0.108
	12	0.046
1998
	1	-0.078
	2	-0.081
	3	-0.044
	4	-0.048
	5	0.006
	6	0.129
	7	0.125
	8	0.115
	9	0.162
	10	0.101
	11	0.108
	12	0.046
1999
	1	0.042
	2	-0.071
	3	0.042
	4	0.013
	5	0.027
	6	0.035
	7	0.102
	8	0.104
	9	0.098
	10	0.074
	11	0.085
	12	-0.051
2000
	1	-0.011
	2	-0.021
	3	-0.001
	4	-0.011
	5	0.012
	6	0.015
	7	0.068
	8	0.118
	9	0.167
	10	0.0655
	11	-0.036
	12	-0.033
2001
	1	0.035
	2	0.02
	3	0.014
	4	0.026
	5	0.051
	6	0.076
	7	0.139
	8	0.128
	9	0.202
	10	0.185
	11	0.108
	12	0.046
2002
	1	-0.06
	2	-0.086
	3	-0.088
	4	-0.039
	5	0.038
	6	0.086
	7	0.178
	8	0.143
	9	0.178
	10	0.1
	11	0.016
	12	0.041
2003
	1	-0.098
	2	-0.028
	3	-0.022
	4	0.003
	5	0.07
	6	0.104
	7	0.1
	8	0.206
	9	0.289
	10	0.224
	11	0.131
	12	0.051
2004
	1	0.0
	2	-0.059
	3	0.028
	4	0.062
	5	0.078
	6	0.129
	7	0.184
	8	0.353
	9	0.175
	10	0.185
	11	0.089
	12	0.066
2005
	1	0.019
	2	0.073
	3	0.003
	4	0.069
	5	0.122
	6	0.12
	7	0.184
	8	0.234
	9	0.24
	10	0.201
	11	0.137
	12	0.09
2006
	1	0.119
	2	0.089
	3	0.077
	4	0.124
	5	0.117
	6	0.176
	7	0.236
	8	0.264
	9	0.275
	10	0.216
	11	0.113
	12	0.073
2007
	1	0.005
	2	-0.019
	3	0.08
	4	0.049
	5	0.065
	6	0.129
	7	0.125
	8	0.234
	9	0.256
	10	0.139
	11	0.132
	12	0.035
2008
	1	0.048
	2	0.081
	3	0.063
	4	0.12
	5	0.22
	6	0.177
	7	0.189
	8	0.202
	9	0.217
	10	0.138
	11	0.084
	12	0.035
2009
	1	-0.004
	2	-0.013
	3	0.01
	4	0.118
	5	0.134
	6	0.159
	7	0.127
	8	0.228
	9	0.211
	10	0.184
	11	0.109
	12	0.016
2010
	1	-0.037
	2	0.026
	3	-0.003
	4	0.015
	5	0.05
	6	0.083
	7	0.119
	8	0.176
	9	0.142
	10	0.199
	11	0.129
	12	0.084
2011
	1	0.0
	2	0.005
	3	-0.01
	4	0.004
	5	0.048
	6	0.05
	7	0.124
	8	0.218
	9	0.208
	10	0.15
	11	0.066
	12	0.027
2012
	1	0.04
	2	0.041
	3	0.097
	4	0.087
	5	0.185
	6	0.21
	7	0.193
	8	0.244
	9	0.204
	10	0.253
	11	0.133
	12	0.087
2013
	1	0.034
	2	-0.003
	3	0.05
	4	0.08
	5	0.13
	6	0.119
	7	0.106
	8	0.165
	9	0.202
	10	0.268
	11	0.064
	12	-0.005
2014
	1	-0.028
	2	0.046
	3	0.029
	4	0.084
	5	0.073
	6	0.148
	7	0.159
	8	0.168
	9	0.157
	10	0.202
	11	0.059
	12	-0.006
2015
	1	-0.031
	2	-0.036
	3	-0.003
	4	0.026
	5	0.048
	6	0.082
	7	0.175
	8	0.233
	9	0.172
	10	0.123
	11	0.093
	12	0.077
2016
	1	0.062
	2	0.039
	3	0.026
	4	0.116
	5	0.181
	6	0.122
	7	0.101
	8	0.235
	9	0.307
	10	0.21
	11	0.168
	12	0.069
2017
	1	0.065
	2	0.083
	3	0.102
	4	0.125
	5	0.04
	6	0.154
	7	0.156
	8	0.184
	9	0.131
	10	0.284
	11	0.108
	12	0.002
2018
	1	0.05
	2	0.049
	3	0.071
	4	0.073
	5	0.158
	6	0.18
	7	0.238
	8	0.339
	9	0.328
	10	0.186
	11	0.147
	12	0.157
2019
	1	0.15
	2	0.155
	3	0.166
	4	0.131
	5	0.156
	6	0.168
	7	0.249
	8	0.286
	9	0.322
	10	0.215
	11	0.141
	12	0.095
2020
	1	0.117
	2	0.088
	3	0.098
	4	0.1
	5	0.162
	6	0.196
	7	0.191
	8	0.239
	9	0.287
	10	0.256
	11	0.179
	12	0.185
2021
	1	0.111
	2	0.077
	3	0.096
	4	0.142
	5	0.151
	6	0.214
	7	0.298
	8	0.25
	9	0.256
	10	0.26
	11	0.115
	12	0.08
2022
	1	0.159
	2	0.17
	3	0.152
	4	0.134
	5	0.151
	6	0.223
	7	0.236
	8	0.222
	9	0.344
	10	0.264
	11	0.174
	12	0.165
2023
	1	0.149
	2	0.171
	3	0.148
	4	0.17
	5	0.0765
	6	0.121
	7	0.14
	8	0.20400000000000001
