time	level
1999
	1	0.206
	2	0.1315
	3	0.157
	4	0.227
	5	0.189
	6	0.201
	7	0.274
	8	0.293
	9	0.273
	10	0.302
	11	0.224
	12	0.062
2000
	1	0.034
	2	0.098
	3	0.157
	4	0.142
	5	0.187
	6	0.216
	7	0.329
	8	0.308
	9	0.279
	10	0.3215
	11	0.23399999999999999
	12	-0.02
2001
	1	0.13
	2	0.159
	3	0.164
	4	0.192
	5	0.208
	6	0.249
	7	0.327
	8	0.315
	9	0.365
	10	0.3215
	11	0.23399999999999999
	12	0.139
2002
	1	0.068
	2	0.097
	3	0.157
	4	0.227
	5	0.243
	6	0.248
	7	0.356
	8	0.355
	9	0.295
	10	0.257
	11	0.21
	12	0.165
2003
	1	0.053
	2	0.143
	3	0.126
	4	0.18
	5	0.189
	6	0.218
	7	0.253
	8	0.394
	9	0.388
	10	0.325
	11	0.21
	12	0.12
2004
	1	0.024
	2	0.041
	3	0.166
	4	0.195
	5	0.267
	6	0.326
	7	0.354
	8	0.359
	9	0.288
	10	0.299
	11	0.186
	12	0.065
2005
	1	0.052
	2	0.078
	3	0.047
	4	0.182
	5	0.238
	6	0.296
	7	0.317
	8	0.331
	9	0.367
	10	0.272
	11	0.252
	12	0.075
2006
	1	0.111
	2	0.164
	3	0.134
	4	0.246
	5	0.27
	6	0.314
	7	0.358
	8	0.36
	9	0.319
	10	0.312
	11	0.22699999999999998
	12	0.142
2007
	1	-0.004
	2	0.04
	3	0.155
	4	0.142
	5	0.19
	6	0.216
	7	0.246
	8	0.356
	9	0.326
	10	0.225
	11	0.204
	12	0.094
2008
	1	0.123
	2	0.062
	3	0.125
	4	0.24
	5	0.328
	6	0.313
	7	0.33
	8	0.346
	9	0.303
	10	0.217
	11	0.198
	12	0.154
2009
	1	0.065
	2	0.099
	3	0.093
	4	0.188
	5	0.249
	6	0.324
	7	0.304
	8	0.388
	9	0.418
	10	0.306
	11	0.176
	12	0.1
2010
	1	0.048
	2	0.092
