time	level
1947
	1	0.039
	2	0.045
	3	0.081
	4	0.099
	5	0.1465
	6	0.105
	7	0.139
	8	0.157
	9	0.209
	10	0.224
	11	0.181
	12	0.052
1948
	1	0.044
	2	0.036
	3	0.019
	4	0.021
	5	0.143
	6	0.153
	7	0.163
	8	0.208
	9	0.2
	10	0.172
	11	0.085
	12	-0.021
1949
	1	0.014
	2	-0.009
	3	0.002
	4	0.071
	5	0.121
	6	0.2
	7	0.168
	8	0.242
	9	0.17
	10	0.18
	11	0.079
	12	-0.022
1950
	1	-0.034
	2	-0.006
	3	0.01
	4	0.098
	5	0.145
	6	0.174
	7	0.193
	8	0.174
	9	0.182
	10	0.175
	11	0.149
	12	0.014
1951
	1	-0.019
	2	-0.042
	3	0.018
	4	0.098
	5	0.132
	6	0.176
	7	0.195
	8	0.214
	9	0.234
	10	0.213
	11	0.054
	12	-0.008999999999999998
1952
	1	-0.072
	2	0.019
	3	0.079
	4	0.146
	5	0.096
	6	0.182
	7	0.295
	8	0.293
	9	0.249
	10	0.222
	11	0.156
	12	0.0665
1953
	1	-0.057
	2	0.005
	3	-0.031
	4	0.049
	5	0.138
	6	0.197
	7	0.168
	8	0.244
	9	0.216
	10	0.155
	11	0.134
	12	0.05
1954
	1	0.063
	2	0.05
	3	0.106
	4	0.123
	5	0.098
	6	0.212
	7	0.229
	8	0.278
	9	0.217
	10	0.199
	11	0.12
	12	-0.016
1955
	1	-0.094
	2	-0.04
	3	0.016
	4	-0.028
	5	0.042
	6	0.067
	7	0.135
	8	0.204
	9	0.154
	10	0.142
	11	0.08
	12	0.032
1956
	1	0.039
	2	0.045
	3	0.081
	4	0.099
	5	0.1465
	6	0.186
	7	0.23
	8	0.2685
	9	0.249
	10	0.222
	11	0.156
	12	0.0665
1957
	1	0.039
	2	0.045
	3	0.081
	4	0.099
	5	0.1465
	6	0.186
	7	0.23
	8	0.2685
	9	0.249
	10	0.222
	11	0.156
	12	0.0665
1958
	1	0.039
	2	0.045
	3	0.081
	4	0.099
	5	0.1465
	6	0.186
	7	0.23
	8	0.2685
	9	0.249
	10	0.222
	11	0.156
	12	0.0665
1959
	1	0.039
	2	0.045
	3	0.081
	4	0.099
	5	0.1465
	6	0.186
	7	0.23
	8	0.2685
	9	0.249
	10	0.222
	11	0.156
	12	0.0665
1960
	1	-0.014
	2	-0.047
	3	0.075
	4	0.05
	5	0.008
	6	0.19
	7	0.127
	8	0.224
	9	0.199
	10	0.254
	11	0.111
	12	-0.013
1961
	1	-0.037
	2	0.052
	3	0.032
	4	0.019
	5	0.07
	6	0.133
	7	0.231
	8	0.273
	9	0.241
	10	0.189
	11	0.12
	12	0.038
1962
	1	0.015
	2	-0.032
	3	-0.017
	4	0.051
	5	0.062
	6	0.085
	7	0.182
	8	0.196
	9	0.138
	10	0.206
	11	0.137
	12	0.038
1963
	1	-0.027
	2	-0.038
	3	0.014
	4	0.02
	5	0.086
	6	0.173
	7	0.132
	8	0.142
	9	0.183
	10	0.225
	11	0.111
	12	0.045
1964
	1	0.039
	2	0.045
	3	0.009
	4	-0.021
	5	0.132
	6	0.149
	7	0.157
	8	0.231
	9	0.26
	10	0.184
	11	0.157
	12	0.07
1965
